nation,pos,squad,comp,age,born,mp,starts,min,90s,goals,shots,sot,sotpct,g/sh,g/sot,shodist,shofk,shopk,pkatt,pastotcmp,pastotatt,pastotcmppct,pastotdist,pastotprgdist,passhocmp,passhoatt,passhocmppct,pasmedcmp,pasmedatt,pasmedcmppct,pasloncmp,paslonatt,pasloncmppct,assists,pasass,pas3rd,ppa,crspa,pasprog,paslive,pasdead,pasfk,tb,sw,pascrs,ti,ck,ckin,ckout,ckstr,pasoff,pasblocks,sca,scapasslive,scapassdead,scadrib,scash,scafld,scadef,gca,gcapasslive,gcapassdead,gcadrib,gcash,gcafld,gcadef,tkl,tklwon,tkldef3rd,tklmid3rd,tklatt3rd,tkldri,tkldriatt,tkldripct,tkldripast,blocks,blksh,blkpass,int,tkl_plus_int,clr,err,touches,toudefpen,toudef3rd,toumid3rd,touatt3rd,touattpen,toulive,toatt,tosuc,tosucpct,totkl,totklpct,carries,cartotdist,carprgdist,carprog,car3rd,cpa,carmis,cardis,rec,recprog,crdy,crdr,2crdy,fls,fld,off,pkwon,pkcon,og,recov,aerwon,aerlost,aerwonpct,market_value_euros,negative,neutral,positive,avgsentimentscore,player_id,total_injuries,total_days_injured,avg_days_injured,max_days_injured,recent_injury_days,goals_per90,assists_per90,shots_on_target_rate
ita,df,inter,serie a,23,1999,17,15,1267,14.1,0,0.71,0.21,30.0,0.0,0.0,13.5,0.0,0.0,0.0,58.3,69.9,83.5,1161.6,418.8,20.1,22.2,90.4,29.3,32.6,90.0,8.16,12.8,63.5,0.14,0.64,5.18,1.13,0.28,6.52,63.6,6.03,2.55,0.0,0.92,1.42,2.98,0.0,0.0,0.0,0.0,0.21,0.85,2.41,1.91,0.14,0.07,0.14,0.14,0.0,0.28,0.14,0.07,0.0,0.0,0.07,0.0,1.77,0.85,0.78,0.64,0.35,0.5,0.92,53.8,0.43,0.99,0.35,0.64,1.21,2.98,1.99,0.0,77.7,7.38,32.6,34.3,11.2,1.42,77.7,0.57,0.21,37.5,0.28,50.0,47.3,249.2,159.4,1.84,1.63,0.14,0.64,0.28,54.5,1.77,0.14,0.0,0.0,0.85,0.85,0.07,0.0,0.0,0.0,4.82,1.99,0.78,71.8,80000000.0,0.39,0.04,0.57,0.202928,0.0,15,170,11.333333333333334,56,5,0.0,0.009929078014184398,0.29577464788732394
ita,mfdf,spezia,serie a,26,1996,13,12,946,10.5,2,1.9,0.57,30.0,0.1,0.33,20.0,0.1,0.0,0.0,26.8,44.7,59.9,448.5,165.6,13.5,16.0,84.5,9.52,15.7,60.6,3.05,8.57,35.6,0.19,1.43,2.29,0.86,0.57,2.29,35.6,8.95,2.0,0.19,0.38,8.19,2.95,4.0,2.29,1.33,0.0,0.1,2.76,2.48,1.43,0.76,0.0,0.19,0.0,0.1,0.19,0.19,0.0,0.0,0.0,0.0,0.0,3.52,1.71,1.52,1.52,0.48,0.86,1.81,47.4,0.95,1.52,0.38,1.14,0.67,4.19,0.86,0.0,56.3,2.29,13.9,22.7,20.3,1.9,56.3,1.52,0.38,25.0,0.86,56.3,25.7,116.7,55.3,1.14,1.14,0.19,1.24,1.05,29.7,5.24,0.38,0.0,0.0,2.19,1.05,0.19,0.0,0.0,0.0,6.76,1.05,0.76,57.9,800000.0,0.2794117647058823,0.0588235294117647,0.6617647058823529,0.3337764705882353,0.0,8,221,27.625,67,39,0.19047619047619047,0.018095238095238095,0.3
arg,mf,mallorca,la liga,31,1991,13,8,660,7.3,0,0.27,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,23.7,29.6,80.1,376.4,115.5,11.4,12.7,89.2,10.4,12.3,84.4,1.51,2.74,55.0,0.0,0.14,3.15,0.14,0.0,2.6,28.5,0.82,0.82,0.0,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.27,0.55,0.55,0.41,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.68,0.96,0.68,0.0,0.82,1.64,50.0,0.82,2.05,0.96,1.1,0.68,2.33,2.47,0.0,39.9,3.84,15.2,21.4,3.42,0.82,39.9,0.41,0.0,0.0,0.14,33.3,17.3,83.7,31.9,0.27,0.41,0.0,0.68,0.82,20.5,0.27,0.68,0.0,0.0,1.51,1.51,0.0,0.0,0.27,0.0,3.97,1.37,1.1,55.6,900000.0,0.5344827586206896,0.1206896551724138,0.3448275862068966,-0.2344344827586206,0.0,4,391,97.75,293,68,0.0,0.0,0.0
ger,df,augsburg,bundesliga,23,2000,15,12,1040,11.6,0,0.69,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,25.4,35.6,71.4,529.3,223.4,8.62,10.2,84.7,13.1,15.3,85.4,3.53,9.4,37.6,0.0,0.17,1.9,0.17,0.0,2.16,34.7,0.86,0.78,0.0,0.43,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.34,0.95,0.09,0.17,0.0,0.34,0.26,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,1.38,0.86,1.03,0.34,0.0,0.86,1.55,55.6,0.69,0.95,0.26,0.69,1.64,3.02,3.88,0.0,47.2,6.64,27.2,18.2,1.98,0.95,47.2,0.17,0.09,50.0,0.0,0.0,22.1,101.7,53.2,0.6,0.43,0.0,0.34,0.17,22.5,0.17,0.52,0.0,0.0,1.12,1.38,0.09,0.0,0.09,0.0,5.6,3.71,2.33,61.4,1500000.0,0.8363636363636363,0.0363636363636363,0.1272727272727272,-0.6351745454545454,0.0,8,109,13.625,24,24,0.0,0.0,0.0
ger,gk,hoffenheim,bundesliga,32,1990,20,20,1800,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.5,80.6,850.1,578.4,9.0,9.0,100.0,16.9,17.1,98.8,8.85,16.9,52.4,0.0,0.05,0.55,0.0,0.0,0.05,35.1,8.15,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.05,45.8,36.0,45.3,0.45,0.0,0.0,45.8,0.0,0.0,0.0,0.0,0.0,29.1,125.8,66.1,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.45,0.0,100.0,3000000.0,0.5245901639344263,0.0491803278688524,0.4262295081967213,-0.1544901639344262,0.0,11,171,15.545454545454543,52,12,0.0,0.0,0.0
ger,df,union berlin,bundesliga,26,1996,4,4,314,3.5,0,1.14,0.57,50.0,0.0,0.0,11.5,0.0,0.0,0.0,44.9,54.9,81.8,847.7,330.6,17.7,19.1,92.5,23.4,25.4,92.1,3.71,10.0,37.1,0.0,0.57,3.43,0.86,0.57,5.43,54.3,0.57,0.57,0.0,0.57,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.43,1.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.43,1.43,0.57,0.57,1.14,3.71,30.8,2.57,1.71,0.57,1.14,0.29,2.86,1.14,0.0,63.4,3.14,26.3,33.4,4.0,1.43,63.4,0.0,0.0,0.0,0.0,0.0,39.7,226.3,142.3,0.86,0.86,0.0,0.86,0.0,42.6,0.29,0.29,0.0,0.0,1.14,0.57,0.0,0.0,0.0,0.0,6.57,3.43,0.86,80.0,600000.0,0.4,0.2727272727272727,0.3272727272727272,-0.0731018181818181,0.0,15,344,22.933333333333334,113,21,0.0,0.0,0.5
aut,mffw,hoffenheim,bundesliga,23,1999,20,20,1600,17.8,5,2.53,0.73,28.9,0.11,0.38,15.8,0.0,0.0,0.0,23.6,34.4,68.6,360.9,109.6,12.4,15.9,78.1,7.98,10.8,73.6,1.74,3.2,54.4,0.17,0.9,2.36,1.12,0.11,3.76,31.4,2.7,0.39,0.11,0.39,1.12,1.57,0.06,0.0,0.0,0.0,0.28,1.63,3.6,2.42,0.0,0.45,0.22,0.45,0.06,0.45,0.28,0.0,0.06,0.06,0.06,0.0,1.24,0.62,0.39,0.67,0.17,0.28,1.63,17.2,1.35,2.19,0.28,1.91,0.73,1.97,0.62,0.06,48.8,1.4,7.53,24.3,17.9,4.21,48.8,3.6,1.46,40.6,1.69,46.9,27.7,174.2,88.9,2.47,1.85,1.07,2.13,1.18,32.4,5.39,0.22,0.0,0.0,2.25,1.69,0.17,0.11,0.0,0.0,5.06,1.85,2.3,44.6,12000000.0,0.296875,0.359375,0.34375,0.0574265625,0.0,9,162,18.0,65,7,0.28089887640449435,0.009550561797752809,0.2885375494071146
bfa,mf,ajaccio,ligue 1,26,1996,22,16,1266,14.1,1,1.06,0.35,33.3,0.07,0.2,16.5,0.0,0.0,0.0,18.4,30.6,60.3,278.2,105.3,10.4,14.0,74.2,5.96,9.93,60.0,1.13,3.33,34.0,0.07,0.71,2.13,0.5,0.14,3.4,28.5,1.99,0.07,0.28,0.0,2.13,1.91,0.0,0.0,0.0,0.0,0.07,1.49,1.84,1.21,0.07,0.07,0.07,0.21,0.21,0.14,0.07,0.0,0.0,0.0,0.0,0.07,2.77,1.99,0.92,0.85,0.99,1.21,2.13,56.7,0.92,0.92,0.14,0.78,1.13,3.9,0.64,0.0,43.3,0.71,6.1,18.9,19.1,2.13,43.3,2.55,0.78,30.6,1.49,58.3,28.1,189.9,75.7,2.48,1.77,0.64,2.62,1.7,25.5,5.39,0.21,0.0,0.0,1.42,1.06,0.28,0.0,0.0,0.0,6.45,1.99,2.41,45.2,400000.0,0.5813953488372093,0.2558139534883721,0.1627906976744186,-0.3770930232558139,0.0,2,253,126.5,241,12,0.07092198581560284,0.004964539007092199,0.330188679245283
fra,df,torino,serie a,22,2000,1,1,54,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,76.7,63.0,786.7,436.7,23.3,26.7,87.5,18.3,26.7,68.8,5.0,6.67,75.0,0.0,0.0,3.33,0.0,0.0,5.0,58.3,18.3,0.0,0.0,0.0,1.67,18.3,0.0,0.0,0.0,0.0,0.0,8.33,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.67,1.67,100.0,0.0,1.67,1.67,0.0,1.67,6.67,3.33,0.0,98.3,10.0,46.7,35.0,16.7,5.0,98.3,1.67,1.67,100.0,0.0,0.0,35.0,198.3,131.7,5.0,3.33,3.33,3.33,3.33,43.3,5.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,15.0,0.0,1.67,0.0,250000.0,0.7931034482758621,0.0689655172413793,0.1379310344827586,-0.5835344827586206,0.0,5,84,16.8,29,10,0.0,0.0,0.0
nga,fw,augsburg,bundesliga,26,1996,1,0,9,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,100.0,50.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,20.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,320.0,50.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,400000.0,0.8,0.2,0.0,-0.65166,0.0,15,1021,68.06666666666666,302,48,0.0,0.0,0.0
irl,gk,southampton,premier league,20,2002,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,36.6,60.7,706.9,540.7,4.77,4.86,98.1,7.91,8.09,97.8,9.5,23.5,40.5,0.0,0.05,1.73,0.05,0.0,0.05,26.6,9.82,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.32,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,100.0,0.0,0.0,0.0,0.0,0.05,0.09,0.86,0.05,39.1,27.0,38.3,0.82,0.0,0.0,39.1,0.0,0.0,0.0,0.0,0.0,23.3,122.2,71.2,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,1.23,0.45,0.0,100.0,9000000.0,0.2698412698412698,0.1746031746031746,0.5555555555555556,0.2038539682539682,0.0,2,342,171.0,261,81,0.0,0.0,0.0
tog,fwdf,hoffenheim,bundesliga,28,1994,5,4,310,3.4,2,2.35,1.47,62.5,0.25,0.4,10.2,0.0,0.0,0.0,12.6,20.6,61.4,170.9,30.0,7.65,9.71,78.8,3.24,5.0,64.7,0.59,1.76,33.3,0.0,0.59,1.18,0.59,0.0,1.47,17.4,2.94,0.0,0.0,0.0,0.59,1.18,0.0,0.0,0.0,0.0,0.29,0.59,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.29,0.59,0.0,0.0,0.29,0.0,0.29,0.88,0.29,0.59,1.18,2.06,0.29,0.0,36.2,0.88,2.94,20.3,13.8,3.82,36.2,3.53,0.88,25.0,2.35,66.7,19.4,117.6,42.6,2.06,0.88,1.18,4.12,2.06,21.8,7.35,0.0,0.0,0.0,1.47,0.59,0.59,0.0,0.29,0.0,4.12,2.06,3.24,38.9,1000000.0,0.5,0.3333333333333333,0.1666666666666666,-0.3098370370370371,0.0,15,734,48.93333333333333,262,14,0.5882352941176471,0.0,0.625531914893617
bra,df,udinese,serie a,27,1996,15,15,1322,14.7,1,0.61,0.2,33.3,0.11,0.33,10.1,0.0,0.0,0.0,40.6,51.8,78.3,765.2,324.3,16.0,18.2,88.0,19.4,22.7,85.6,4.69,8.44,55.6,0.07,0.48,3.33,0.14,0.07,3.81,43.9,7.89,2.18,0.0,0.27,0.48,5.71,0.0,0.0,0.0,0.0,0.07,1.43,1.22,0.68,0.27,0.0,0.07,0.14,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,3.13,1.43,2.24,0.75,0.14,1.56,1.84,85.2,0.27,1.56,0.95,0.61,0.68,3.81,2.11,0.0,61.2,4.69,28.5,25.6,7.41,1.63,61.2,0.41,0.2,50.0,0.2,50.0,31.4,135.9,79.8,0.41,0.48,0.07,0.41,0.14,34.7,2.11,0.41,0.0,0.0,1.29,1.16,0.27,0.0,0.0,0.07,5.78,2.18,1.16,65.3,4500000.0,0.4655172413793103,0.1896551724137931,0.3448275862068966,-0.0842913793103448,0.0,12,524,43.66666666666666,250,12,0.06802721088435375,0.004761904761904762,0.3278688524590164
den,dfmf,brentford,premier league,24,1999,4,0,21,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,63.6,710.0,245.0,15.0,15.0,100.0,15.0,20.0,75.0,5.0,20.0,25.0,0.0,0.0,10.0,0.0,0.0,5.0,35.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,70.0,5.0,20.0,40.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,5000000.0,0.46875,0.09375,0.4375,-0.0470359375,0.0,6,376,62.66666666666666,200,40,0.0,0.0,0.0
den,mf,spezia,serie a,17,2005,1,0,10,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,1160.0,290.0,0.0,0.0,0.0,40.0,40.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,20.0,50.0,10.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,50.0,0.0,0.0,0.0,10.0,10.0,60.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,650000.0,0.8,0.06,0.14,-0.63274,0.0,1,73,73.0,73,73,0.0,0.0,0.0
sur,fw,union berlin,bundesliga,28,1995,20,20,1454,16.2,7,2.1,0.93,44.1,0.21,0.47,20.0,0.0,0.0,0.0,12.0,20.9,57.7,210.2,53.0,4.75,7.96,59.7,4.75,7.16,66.4,1.73,2.84,60.9,0.25,1.54,0.62,1.79,1.23,1.36,20.1,0.68,0.12,0.06,0.0,4.14,0.31,0.12,0.0,0.0,0.0,0.06,1.6,3.09,2.59,0.0,0.06,0.25,0.19,0.0,0.43,0.37,0.0,0.0,0.06,0.0,0.0,0.49,0.19,0.0,0.31,0.19,0.06,0.25,25.0,0.19,0.37,0.06,0.31,0.06,0.56,0.12,0.0,29.1,0.12,1.6,8.83,19.1,3.46,29.1,1.23,0.43,35.0,0.74,60.0,17.8,111.7,50.7,2.96,1.36,1.11,2.16,1.42,20.6,6.98,0.06,0.0,0.0,0.99,0.68,1.05,0.06,0.0,0.0,2.78,0.8,1.85,30.2,2000000.0,0.2105263157894736,0.3684210526315789,0.4210526315789473,0.1072157894736842,0.0,15,371,24.73333333333333,76,32,0.4320987654320988,0.0154320987654321,0.44285714285714284
pol,df,southampton,premier league,26,1996,4,4,339,3.8,0,1.32,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,34.7,42.6,81.5,674.2,296.6,12.1,13.9,86.8,17.6,20.3,87.0,4.21,6.84,61.5,0.0,0.53,2.37,0.0,0.0,2.63,40.0,2.63,2.11,0.0,0.0,0.26,0.53,0.0,0.0,0.0,0.0,0.0,0.26,1.05,0.79,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.32,1.58,0.26,0.0,0.26,0.26,100.0,0.0,2.11,1.58,0.53,3.42,5.26,3.68,0.0,56.1,6.84,27.4,25.8,3.16,1.84,56.1,0.0,0.0,0.0,0.0,0.0,22.9,59.2,16.8,0.0,0.26,0.0,0.0,0.0,23.7,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.26,6.32,2.89,1.58,64.7,9000000.0,0.4457831325301205,0.144578313253012,0.4096385542168674,-0.0027289156626506,0.0,4,58,14.5,25,10,0.0,0.0,0.0
pol,df,aston villa,premier league,26,1996,3,1,100,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,60.0,90.9,1135.5,380.0,14.5,15.5,94.1,30.0,31.8,94.3,9.09,10.9,83.3,0.0,0.0,3.64,0.0,0.0,4.55,58.2,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,0.0,2.73,0.0,0.91,0.91,100.0,0.0,2.73,0.91,1.82,1.82,4.55,4.55,0.0,71.8,8.18,35.5,36.4,0.91,0.0,71.8,0.0,0.0,0.0,0.0,0.0,42.7,264.5,160.9,0.91,0.0,0.0,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,9000000.0,0.4457831325301205,0.144578313253012,0.4096385542168674,-0.0027289156626506,0.0,4,58,14.5,25,10,0.0,0.0,0.0
ned,mf,manchester utd,premier league,25,1997,7,2,167,1.9,0,1.05,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,24.2,32.1,75.4,264.2,60.5,16.3,17.9,91.2,4.21,4.21,100.0,0.53,1.05,50.0,0.0,1.58,0.0,2.11,0.0,3.16,29.5,1.58,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.05,2.11,3.16,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,1.05,0.53,0.53,0.53,0.53,0.53,0.0,37.9,0.53,1.58,12.1,24.2,5.79,37.9,1.05,0.53,50.0,0.53,50.0,20.5,77.9,44.7,1.05,1.58,0.0,1.05,1.05,27.9,10.5,0.0,0.0,0.0,2.11,1.05,0.53,0.0,0.0,0.0,1.58,1.58,1.58,50.0,3000000.0,0.11,0.08,0.81,0.562893,0.0,10,638,63.8,190,190,0.0,0.0,0.0
bih,gk,everton,premier league,35,1987,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,584.0,423.0,3.0,3.0,100.0,10.0,10.0,100.0,8.0,17.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,31.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,75.0,47.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,250000.0,0.0,0.0,0.0,0.0,0.0,3,45,15.0,26,5,0.0,0.0,0.0
fra,fwmf,toulouse,ligue 1,21,2001,3,1,65,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.1,73.7,295.7,97.1,12.9,17.1,75.0,5.71,7.14,80.0,1.43,2.86,50.0,0.0,2.86,1.43,1.43,0.0,4.29,24.3,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,1.43,0.0,1.43,1.43,2.86,50.0,1.43,0.0,0.0,0.0,1.43,4.29,0.0,0.0,41.4,0.0,10.0,15.7,15.7,2.86,41.4,2.86,1.43,50.0,1.43,50.0,31.4,130.0,45.7,1.43,1.43,0.0,8.57,1.43,30.0,4.29,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,4.29,0.0,0.0,0.0,3500000.0,0.4772727272727273,0.2727272727272727,0.25,-0.188325,0.0,0,0,0.0,0,0,0.0,0.0,0.0
ger,fw,union berlin,bundesliga,32,1991,20,7,758,8.4,4,1.43,0.83,58.3,0.33,0.57,11.9,0.0,0.0,0.0,18.0,29.6,60.6,246.9,70.7,10.4,15.7,65.9,5.83,8.57,68.1,0.83,1.31,63.6,0.12,1.31,1.9,1.55,0.12,4.29,29.0,0.24,0.0,0.12,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.36,0.95,2.5,2.14,0.0,0.0,0.0,0.24,0.12,0.48,0.36,0.0,0.0,0.0,0.12,0.0,0.48,0.36,0.24,0.0,0.24,0.24,0.6,40.0,0.36,1.07,0.24,0.83,0.48,0.95,1.55,0.0,41.4,1.67,3.33,20.0,18.5,4.64,41.4,0.71,0.24,33.3,0.24,33.3,18.6,62.1,15.1,0.24,0.24,0.24,3.33,1.07,30.6,5.12,0.12,0.0,0.0,1.9,1.43,0.24,0.0,0.0,0.0,2.98,10.7,9.4,53.3,700000.0,0.4074074074074074,0.3888888888888889,0.2037037037037037,-0.1490537037037037,0.0,8,151,18.875,86,11,0.47619047619047616,0.014285714285714285,0.5804195804195804
fra,mf,nice,ligue 1,21,2001,8,3,276,3.1,0,0.97,0.32,33.3,0.0,0.0,25.7,0.0,0.0,0.0,45.5,56.1,81.0,784.5,203.2,23.5,28.4,83.0,15.5,18.4,84.2,5.48,7.74,70.8,0.0,0.32,3.55,0.32,0.0,5.16,55.8,0.32,0.32,0.0,0.65,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.61,0.97,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.29,1.29,1.61,0.0,0.65,2.9,22.2,2.26,1.61,0.32,1.29,2.26,5.16,0.32,0.0,68.4,2.9,16.5,41.6,11.3,0.32,68.4,1.61,0.97,60.0,0.65,40.0,56.5,369.0,161.6,1.61,2.26,0.32,1.61,1.29,48.4,0.97,0.32,0.0,0.0,2.58,1.29,0.0,0.0,0.0,0.0,9.68,0.32,0.97,25.0,500000.0,0.2592592592592592,0.1296296296296296,0.6111111111111112,0.3567666666666667,0.0,4,317,79.25,246,20,0.0,0.0,0.32989690721649484
ang,dfmf,clermont foot,ligue 1,29,1993,14,7,643,7.1,1,1.27,0.42,33.3,0.11,0.33,22.1,0.14,0.0,0.0,22.1,32.4,68.3,298.3,122.4,13.0,16.8,77.3,7.46,10.6,70.7,0.42,1.97,21.4,0.14,0.42,2.25,0.99,0.42,2.96,27.0,5.35,0.14,0.0,0.14,4.37,4.51,0.56,0.0,0.56,0.0,0.0,2.11,1.27,0.99,0.0,0.14,0.0,0.14,0.0,0.42,0.14,0.0,0.14,0.0,0.14,0.0,0.85,0.56,0.28,0.14,0.42,0.42,0.42,100.0,0.0,1.27,0.14,1.13,0.99,1.83,0.99,0.0,43.4,2.11,10.0,16.1,18.2,1.41,43.4,3.38,0.99,29.2,1.83,54.2,28.7,198.7,82.3,2.96,1.83,0.56,1.83,0.85,26.8,6.2,0.0,0.0,0.0,0.85,1.97,0.0,0.0,0.0,0.0,3.66,0.28,0.0,100.0,250000.0,0.74,0.02,0.24,-0.4096439999999999,0.0,2,57,28.5,32,32,0.14084507042253522,0.01971830985915493,0.3307086614173228
alg,mffw,ajaccio,ligue 1,30,1992,12,10,780,8.7,5,2.18,0.69,31.6,0.05,0.17,21.9,0.23,0.46,0.57,25.9,35.9,72.1,437.9,170.9,12.5,15.5,80.7,8.05,10.7,75.3,3.33,6.09,54.7,0.34,1.72,2.76,1.95,0.34,4.02,30.2,5.4,2.18,0.23,0.23,3.68,1.03,1.38,0.34,0.57,0.0,0.23,0.8,3.79,1.72,0.8,0.23,0.46,0.57,0.0,1.03,0.46,0.0,0.23,0.11,0.23,0.0,1.61,1.03,0.11,0.8,0.69,0.69,1.38,50.0,0.69,0.92,0.11,0.8,0.23,1.84,0.46,0.0,49.4,0.34,4.71,23.0,22.4,5.06,48.9,4.14,1.72,41.7,1.84,44.4,36.8,240.2,94.6,2.64,1.95,1.84,3.91,1.38,34.3,5.75,0.0,0.0,0.0,1.72,1.95,0.46,0.23,0.0,0.0,4.71,0.57,0.8,41.7,1700000.0,0.7,0.02,0.28,-0.396054,0.0,12,177,14.75,37,21,0.574712643678161,0.03908045977011495,0.31651376146788984
